,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365
298,Brooklyn,Greenpoint,40.73119,-73.95578,Private room,125,3,6,0.1,1,325
299,Manhattan,Little Italy,40.71943,-73.99627,Entire home/apt,575,2,191,1.88,1,298
300,Manhattan,Upper West Side,40.78,-73.98249,Entire home/apt,150,30,48,0.55,1,35
301,Brooklyn,Bushwick,40.70514,-73.91922,Private room,70,5,47,0.49,1,203
302,Manhattan,Inwood,40.86713,-73.92811,Private room,90,2,120,1.27,1,132
303,Manhattan,East Village,40.73198,-73.98881,Private room,65,3,52,0.63,1,5
304,Manhattan,East Village,40.72542,-73.97986,Entire home/apt,500,2,48,0.48,4,297
305,Manhattan,Washington Heights,40.83494,-73.93869,Entire home/apt,250,3,32,0.43,2,276
306,Manhattan,Chinatown,40.71659,-73.98945,Entire home/apt,125,25,43,0.42,1,102
307,Manhattan,West Village,40.72966,-74.00243,Entire home/apt,200,30,39,0.44,1,251
308,Brooklyn,Greenpoint,40.72898,-73.95552,Entire home/apt,229,1,50,0.5,1,188
309,Bronx,Kingsbridge,40.87207,-73.90193,Entire home/apt,90,30,4,0.35,2,346
310,Manhattan,Upper West Side,40.77728,-73.97818,Entire home/apt,110,13,38,0.39,1,0
311,Brooklyn,Greenpoint,40.72646,-73.95341,Private room,59,3,29,0.36,1,15
312,Brooklyn,Williamsburg,40.71015,-73.96101,Entire home/apt,195,4,59,0.6,1,71
313,Brooklyn,Williamsburg,40.71903,-73.9597,Entire home/apt,169,1,68,0.67,2,215
314,Manhattan,East Harlem,40.80892,-73.93985,Entire home/apt,113,14,26,0.27,3,253
315,Manhattan,Harlem,40.80276,-73.9567,Entire home/apt,250,14,31,0.31,1,78
316,Queens,Astoria,40.77635,-73.93426,Entire home/apt,115,2,198,2.01,1,257
317,Brooklyn,Greenpoint,40.72488,-73.95018,Private room,55,2,1,0.01,1,0
318,Brooklyn,Williamsburg,40.71398,-73.95763,Private room,69,2,220,2.17,2,8
319,Manhattan,Lower East Side,40.71876,-73.98394,Entire home/apt,150,3,286,2.81,1,191
320,Brooklyn,South Slope,40.66552,-73.99019,Entire home/apt,169,2,398,3.97,3,182
321,Brooklyn,Greenpoint,40.73749,-73.95292,Private room,179,3,36,0.36,28,79
322,Manhattan,Hell's Kitchen,40.76248,-73.9913,Private room,150,3,36,0.36,1,49
323,Brooklyn,Boerum Hill,40.68674,-73.98876,Entire home/apt,135,4,6,0.1,1,0
324,Brooklyn,Clinton Hill,40.6848,-73.96219,Entire home/apt,350,6,14,0.3,1,156
325,Brooklyn,Williamsburg,40.70516,-73.95455,Private room,120,14,76,0.76,6,343
326,Manhattan,East Village,40.72329,-73.98486,Private room,71,2,182,1.81,1,200
327,Brooklyn,Greenpoint,40.73776,-73.95327,Private room,349,3,8,0.09,28,60
328,Brooklyn,Greenpoint,40.73738,-73.95482,Private room,349,3,7,0.07,28,60
329,Brooklyn,Park Slope,40.67542,-73.98142,Entire home/apt,165,30,34,0.51,2,189
330,Brooklyn,Greenpoint,40.73842,-73.95312,Private room,249,3,2,0.02,28,60
331,Brooklyn,Brooklyn Heights,40.6926,-73.99832,Private room,100,3,66,0.68,2,0
332,Brooklyn,Brooklyn Heights,40.69441,-73.99771,Entire home/apt,200,3,80,0.85,2,106
333,Manhattan,East Village,40.72399,-73.98374,Entire home/apt,169,4,240,2.4,1,276
334,Brooklyn,Bedford-Stuyvesant,40.6824,-73.94615,Entire home/apt,185,3,46,1.07,1,248
335,Brooklyn,Bushwick,40.68949,-73.91708,Entire home/apt,65,2,228,2.27,1,194
336,Brooklyn,Fort Greene,40.68819,-73.97258,Entire home/apt,130,35,5,0.05,1,135
337,Brooklyn,Williamsburg,40.7205,-73.96015,Entire home/apt,199,30,8,0.11,1,30
338,Manhattan,East Village,40.72451,-73.98094,Entire home/apt,225,2,33,0.33,1,0
339,Brooklyn,Greenpoint,40.73813,-73.95394,Private room,179,3,13,0.14,28,81
340,Brooklyn,Crown Heights,40.67591,-73.94715,Entire home/apt,150,5,5,0.05,1,0
341,Manhattan,East Village,40.72843,-73.98895,Entire home/apt,139,1,388,3.88,1,142
342,Manhattan,Two Bridges,40.71271,-73.99776,Private room,95,3,223,2.22,2,60
343,Brooklyn,Crown Heights,40.66966,-73.94735,Entire home/apt,79,15,11,0.11,5,179
344,Manhattan,Lower East Side,40.71965,-73.98766,Entire home/apt,150,2,151,1.51,2,52
345,Brooklyn,Clinton Hill,40.68613,-73.96536,Entire home/apt,650,5,0,0.0,3,365
346,Brooklyn,Bedford-Stuyvesant,40.68048,-73.94911,Entire home/apt,90,3,218,2.26,4,324
347,Brooklyn,Bedford-Stuyvesant,40.68314,-73.93963,Entire home/apt,120,2,75,0.76,2,237
348,Queens,Astoria,40.75961,-73.91117,Private room,80,1,42,1.21,2,365
349,Brooklyn,Crown Heights,40.67473,-73.94494,Entire home/apt,100,90,0,0.0,1,365
350,Brooklyn,Bedford-Stuyvesant,40.69305,-73.93185,Entire home/apt,175,2,370,3.74,1,204
351,Brooklyn,Crown Heights,40.67174,-73.95663,Entire home/apt,120,5,104,1.04,1,272
352,Brooklyn,Williamsburg,40.71055,-73.95098,Entire home/apt,140,7,13,0.13,1,0
353,Brooklyn,Bedford-Stuyvesant,40.69465,-73.95458,Entire home/apt,200,5,4,0.07,1,9
354,Brooklyn,Clinton Hill,40.68413,-73.96542,Private room,165,4,11,0.11,3,365
355,Manhattan,Kips Bay,40.73877,-73.97707,Entire home/apt,125,4,1,0.01,3,181
356,Manhattan,Chelsea,40.74893,-73.99544,Entire home/apt,130,30,19,0.19,1,189
357,Manhattan,East Harlem,40.79406,-73.94102,Shared room,65,7,131,1.31,2,0
358,Brooklyn,Fort Greene,40.68795,-73.97332,Entire home/apt,123,30,15,0.15,1,189
359,Manhattan,Washington Heights,40.85295,-73.93361,Private room,67,2,136,1.37,1,296
360,Queens,Queens Village,40.72413,-73.76133,Private room,50,1,43,0.45,1,88
361,Brooklyn,Gowanus,40.66918,-73.99187,Entire home/apt,130,7,98,0.99,1,35
362,Brooklyn,Williamsburg,40.71125,-73.95613,Private room,100,3,31,0.31,1,0
363,Manhattan,Upper West Side,40.78558,-73.9696,Entire home/apt,212,21,45,0.46,1,35
364,Brooklyn,Williamsburg,40.71577,-73.96053,Entire home/apt,190,3,124,1.76,1,359
365,Brooklyn,Greenpoint,40.73861,-73.95485,Private room,599,3,9,0.09,28,60
366,Manhattan,East Village,40.72577,-73.98745,Entire home/apt,249,5,166,1.68,2,365
367,Queens,Rockaway Beach,40.58615,-73.81245,Private room,70,27,13,0.13,1,335
368,Brooklyn,Crown Heights,40.67086,-73.94872,Entire home/apt,100,30,15,0.16,5,282
369,Manhattan,Harlem,40.82773,-73.95231,Private room,60,3,380,3.83,2,247
370,Brooklyn,Bedford-Stuyvesant,40.68505,-73.95684,Entire home/apt,135,2,86,0.87,1,102
371,Brooklyn,Greenpoint,40.72911,-73.95493,Entire home/apt,175,3,248,2.53,3,274
372,Manhattan,Upper West Side,40.77944,-73.98567,Entire home/apt,120,5,49,0.56,1,201
373,Manhattan,Midtown,40.74503,-73.98876,Entire home/apt,169,18,54,0.57,1,98
374,Brooklyn,Crown Heights,40.67539,-73.96093,Entire home/apt,165,7,3,0.03,1,157
375,Manhattan,Harlem,40.8054,-73.95189,Private room,90,1,1,0.02,1,0
376,Manhattan,Upper East Side,40.78491,-73.9508,Entire home/apt,225,2,56,0.57,1,312
377,Brooklyn,Fort Greene,40.69088,-73.97307,Private room,95,2,163,1.66,2,331
378,Brooklyn,Crown Heights,40.67555,-73.95057,Private room,55,2,247,2.51,2,275
379,Manhattan,Hell's Kitchen,40.75835,-73.99193,Private room,85,10,116,1.17,1,174
380,Brooklyn,South Slope,40.66527,-73.9886,Entire home/apt,199,14,27,0.28,2,223
381,Manhattan,Lower East Side,40.71895,-73.99434,Entire home/apt,211,1,52,0.6,3,361
382,Manhattan,Midtown,40.75579,-73.96699,Entire home/apt,145,6,39,0.4,1,0
383,Manhattan,Harlem,40.82399,-73.95328,Private room,65,14,35,0.35,1,283
384,Manhattan,Harlem,40.81822,-73.94095,Entire home/apt,99,1,320,3.23,1,220
385,Queens,Astoria,40.76434,-73.92132,Entire home/apt,110,4,30,0.32,1,363
386,Brooklyn,Crown Heights,40.67705,-73.94925,Entire home/apt,80,3,225,2.27,4,315
387,Brooklyn,Brooklyn Heights,40.69263,-73.99438,Entire home/apt,150,30,95,0.96,1,281
388,Brooklyn,Bedford-Stuyvesant,40.68448,-73.92747,Entire home/apt,110,4,70,0.75,1,283
389,Manhattan,Chelsea,40.74412,-74.00208,Private room,290,2,35,0.36,1,20
390,Manhattan,East Village,40.73067,-73.98702,Private room,87,2,0,0.0,1,0
391,Brooklyn,Williamsburg,40.70665,-73.94061,Entire home/apt,190,4,50,0.51,1,331
392,Brooklyn,Williamsburg,40.72063,-73.95952,Entire home/apt,200,2,29,0.31,1,36
393,Brooklyn,Park Slope,40.67644,-73.98082,Entire home/apt,165,2,23,0.23,2,7
394,Manhattan,Harlem,40.80481,-73.94794,Entire home/apt,110,2,142,1.44,2,301
395,Manhattan,East Village,40.72533,-73.99143,Entire home/apt,395,2,70,0.73,1,170
396,Brooklyn,Bedford-Stuyvesant,40.68569,-73.93038,Private room,99,2,38,0.54,2,307
397,Brooklyn,Kensington,40.64302,-73.97255,Private room,39,1,82,0.94,2,365
398,Manhattan,East Village,40.72939,-73.98857,Entire home/apt,189,2,403,4.1,3,201
399,Manhattan,Upper West Side,40.79918,-73.96607,Private room,85,1,3,0.03,1,0
400,Brooklyn,Gowanus,40.66862,-73.9926,Entire home/apt,260,30,3,0.03,1,316
401,Manhattan,Harlem,40.81333,-73.94453,Entire home/apt,122,1,116,1.18,5,271
402,Brooklyn,Greenpoint,40.72473,-73.95199,Entire home/apt,165,2,175,1.79,1,139
403,Queens,Forest Hills,40.70925,-73.85262,Entire home/apt,97,3,28,1.21,3,209
404,Manhattan,West Village,40.73215,-74.00922,Entire home/apt,170,4,24,0.25,1,0
405,Brooklyn,Williamsburg,40.71109,-73.94332,Entire home/apt,125,2,15,0.15,1,0
406,Manhattan,Murray Hill,40.7463,-73.97926,Private room,130,4,105,1.07,1,193
407,Brooklyn,Williamsburg,40.71823,-73.95849,Entire home/apt,225,10,22,0.38,1,52
408,Brooklyn,East Flatbush,40.651,-73.94886,Private room,50,2,263,2.69,2,136
409,Brooklyn,Fort Greene,40.68626,-73.97598,Entire home/apt,170,3,86,0.91,2,286
410,Manhattan,Chelsea,40.74488,-74.001,Entire home/apt,132,4,10,0.1,1,0
411,Brooklyn,Park Slope,40.67632,-73.97616,Entire home/apt,250,7,18,0.21,1,18
412,Brooklyn,Greenpoint,40.72212,-73.94254,Entire home/apt,141,5,8,0.21,1,9
413,Brooklyn,Crown Heights,40.67456,-73.95151,Entire home/apt,64,20,70,0.73,1,3
414,Brooklyn,Williamsburg,40.71363,-73.96019,Entire home/apt,249,3,150,1.55,1,277
415,Brooklyn,Crown Heights,40.6755,-73.95878,Private room,79,2,115,1.18,1,0
416,Manhattan,East Village,40.72274,-73.97581,Entire home/apt,185,2,69,0.71,1,233
417,Brooklyn,Boerum Hill,40.6858,-73.9828,Entire home/apt,120,3,232,2.41,1,221
418,Brooklyn,Park Slope,40.67535,-73.97654,Entire home/apt,495,1,35,0.41,1,355
419,Manhattan,Nolita,40.72255,-73.99346,Entire home/apt,375,3,18,0.21,1,0
420,Manhattan,Nolita,40.72094,-73.99706,Entire home/apt,175,3,68,0.69,1,277
421,Manhattan,East Village,40.72485,-73.97813,Entire home/apt,150,4,22,0.23,1,0
422,Manhattan,Harlem,40.80473,-73.9532,Entire home/apt,259,8,17,0.17,1,343
423,Manhattan,East Village,40.72217,-73.98419,Private room,96,1,34,0.58,1,0
424,Brooklyn,Williamsburg,40.71943,-73.9565,Entire home/apt,145,7,8,0.08,1,0
425,Manhattan,Chelsea,40.74249,-74.00329,Entire home/apt,200,4,0,0.0,1,0
426,Manhattan,Upper West Side,40.79264,-73.97294,Entire home/apt,95,5,2,0.08,1,0
427,Brooklyn,Windsor Terrace,40.65749,-73.97675,Entire home/apt,250,4,52,0.72,1,188
428,Manhattan,Harlem,40.80474,-73.94688,Entire home/apt,295,2,74,0.76,2,264
429,Manhattan,Greenwich Village,40.72831,-74.00177,Entire home/apt,175,3,18,0.19,1,0
430,Brooklyn,Williamsburg,40.71541,-73.94144,Entire home/apt,451,2,72,0.86,1,331
431,Manhattan,Upper West Side,40.79765,-73.96245,Entire home/apt,165,2,191,2.18,1,236
432,Manhattan,Upper East Side,40.78508,-73.95332,Entire home/apt,250,4,0,0.0,1,0
433,Bronx,Woodlawn,40.89747,-73.8639,Entire home/apt,77,1,197,2.49,1,309
434,Manhattan,Lower East Side,40.72008,-73.98404,Entire home/apt,250,4,19,0.2,1,0
435,Queens,Astoria,40.75725,-73.91098,Entire home/apt,129,1,414,4.34,1,245
436,Brooklyn,Williamsburg,40.7102,-73.94495,Private room,98,2,8,0.09,4,0
437,Brooklyn,Park Slope,40.67359,-73.97904,Entire home/apt,150,2,0,0.0,1,8
438,Manhattan,East Village,40.72674,-73.9782,Private room,95,7,25,0.3,1,359
439,Manhattan,Harlem,40.81156,-73.94571,Private room,55,3,119,1.22,5,333
440,Manhattan,Harlem,40.80497,-73.95016,Entire home/apt,300,2,203,2.14,3,258
441,Queens,Sunnyside,40.7385,-73.91806,Private room,42,40,53,0.55,3,236
442,Brooklyn,Greenpoint,40.72937,-73.95671,Entire home/apt,125,2,104,1.09,1,22
443,Manhattan,East Village,40.72587,-73.98438,Private room,175,3,175,1.8,1,236
444,Manhattan,Harlem,40.82426,-73.9463,Private room,75,3,38,0.42,3,365
445,Brooklyn,Williamsburg,40.71624,-73.96272,Entire home/apt,255,45,39,0.5,1,89
446,Brooklyn,Bedford-Stuyvesant,40.68101,-73.94081,Entire home/apt,72,31,88,0.91,1,164
447,Brooklyn,Bedford-Stuyvesant,40.68669,-73.91989,Private room,165,1,27,0.28,4,311
448,Brooklyn,Williamsburg,40.71534,-73.95914,Entire home/apt,165,5,117,1.28,1,23
449,Brooklyn,Clinton Hill,40.68288,-73.96024,Private room,75,3,43,0.44,2,365
450,Brooklyn,Greenpoint,40.72489,-73.95494,Entire home/apt,130,5,4,0.05,1,0
451,Brooklyn,Williamsburg,40.70867,-73.94284,Entire home/apt,139,2,385,4.0,1,222
452,Brooklyn,Bedford-Stuyvesant,40.67963,-73.93908,Private room,88,1,64,0.68,3,238
453,Brooklyn,Bedford-Stuyvesant,40.6798,-73.93908,Private room,80,1,39,0.41,3,218
454,Manhattan,Chelsea,40.74346,-73.99882,Private room,150,2,37,1.79,1,0
455,Manhattan,Upper West Side,40.77724,-73.98109,Entire home/apt,200,3,10,0.12,1,0
456,Manhattan,East Village,40.72972,-73.97995,Entire home/apt,200,2,103,1.08,1,235
457,Queens,Sunnyside,40.74102,-73.91681,Private room,42,40,41,0.43,3,246
458,Brooklyn,Williamsburg,40.71309,-73.94128,Private room,90,6,3,0.03,1,0
459,Manhattan,Harlem,40.83096,-73.94633,Entire home/apt,295,3,227,2.33,1,247
460,Brooklyn,Williamsburg,40.71323,-73.95745,Entire home/apt,450,5,37,0.79,1,15
461,Brooklyn,Crown Heights,40.67212,-73.9506,Entire home/apt,130,2,29,0.35,1,119
462,Brooklyn,Williamsburg,40.71023,-73.96665,Private room,89,3,205,2.31,3,0
463,Manhattan,Harlem,40.80523,-73.95139,Entire home/apt,198,5,42,0.44,2,234
464,Manhattan,East Village,40.72636,-73.98917,Entire home/apt,99,2,280,2.92,3,257
465,Brooklyn,Greenpoint,40.72185,-73.93956,Private room,46,4,86,0.89,3,350
466,Manhattan,SoHo,40.72351,-73.99683,Private room,140,2,54,0.56,1,221
467,Brooklyn,Carroll Gardens,40.6809,-73.99233,Entire home/apt,500,7,7,0.07,1,0
468,Manhattan,Morningside Heights,40.80525,-73.95916,Private room,75,5,57,0.59,2,201
469,Queens,Sunnyside,40.74,-73.91901,Private room,33,44,31,0.32,3,161
470,Manhattan,Upper West Side,40.80006,-73.96049,Entire home/apt,250,31,188,1.94,1,259
471,Brooklyn,Bushwick,40.70283,-73.92131,Private room,60,3,480,6.7,1,0
472,Manhattan,Washington Heights,40.84468,-73.94303,Private room,75,2,34,0.35,1,222
473,Brooklyn,Carroll Gardens,40.68252,-73.99619,Entire home/apt,350,5,6,0.06,1,0
474,Manhattan,Chelsea,40.74342,-73.99483,Entire home/apt,205,9,3,0.04,2,76
475,Brooklyn,Park Slope,40.67853,-73.98089,Entire home/apt,219,5,2,0.03,1,0
476,Brooklyn,Park Slope,40.6788,-73.97643,Private room,60,1,20,0.21,6,258
477,Manhattan,Upper West Side,40.77886,-73.98042,Entire home/apt,185,2,129,1.33,1,14
478,Manhattan,East Village,40.72578,-73.97879,Entire home/apt,190,3,147,1.6,1,27
479,Brooklyn,South Slope,40.66085,-73.98537,Entire home/apt,105,28,101,1.06,1,167
480,Manhattan,East Harlem,40.80113,-73.94503,Entire home/apt,250,2,11,0.12,2,68
481,Manhattan,Upper West Side,40.78569,-73.97581,Entire home/apt,175,65,11,0.12,1,358
482,Manhattan,Harlem,40.82411,-73.94934,Private room,65,2,41,0.43,2,59
483,Brooklyn,Bedford-Stuyvesant,40.68131,-73.95332,Entire home/apt,75,2,87,1.09,1,0
484,Bronx,University Heights,40.85811,-73.90675,Private room,37,4,117,1.21,1,232
485,Brooklyn,Williamsburg,40.70667,-73.96524,Entire home/apt,85,2,86,0.89,2,15
486,Brooklyn,Gravesend,40.60452,-73.97103,Entire home/apt,106,7,0,0.0,2,0
487,Manhattan,East Harlem,40.7932,-73.94007,Entire home/apt,79,2,15,0.16,1,0
488,Brooklyn,Fort Greene,40.68768,-73.97611,Private room,85,2,35,0.55,2,161
489,Manhattan,Harlem,40.80224,-73.94558,Private room,170,2,17,0.18,2,88
490,Manhattan,Lower East Side,40.71473,-73.98842,Private room,115,3,3,0.04,2,337
491,Manhattan,Harlem,40.80518,-73.95359,Private room,89,5,43,0.47,2,247
492,Manhattan,Harlem,40.80827,-73.95329,Shared room,49,3,168,4.6,1,248
493,Brooklyn,Greenpoint,40.72901,-73.95812,Private room,91,3,241,2.49,1,287
494,Manhattan,Gramercy,40.73476,-73.98452,Entire home/apt,400,2,105,1.13,1,304
495,Brooklyn,Bushwick,40.69055,-73.92357,Entire home/apt,150,2,11,0.46,1,0
496,Manhattan,Upper West Side,40.7735,-73.98697,Entire home/apt,2000,30,30,0.33,11,0
497,Brooklyn,Crown Heights,40.67505,-73.95969,Entire home/apt,97,3,31,0.32,1,193
498,Manhattan,East Village,40.72974,-73.98201,Private room,100,4,49,0.51,2,43
499,Brooklyn,Williamsburg,40.70925,-73.95425,Entire home/apt,179,4,23,0.24,1,25
500,Brooklyn,Greenpoint,40.72315,-73.95226,Entire home/apt,500,2,20,0.21,2,127
501,Manhattan,Chelsea,40.73939,-73.99612,Entire home/apt,429,10,18,0.9,1,0
502,Manhattan,Kips Bay,40.74112,-73.97686,Entire home/apt,189,6,90,0.95,1,303
503,Manhattan,Lower East Side,40.72019,-73.98217,Private room,120,2,99,1.04,1,345
504,Manhattan,Nolita,40.72133,-73.99666,Entire home/apt,300,1,6,0.06,3,115
505,Queens,Astoria,40.75744,-73.92163,Entire home/apt,107,30,21,0.22,8,200
506,Queens,Astoria,40.75695,-73.9202,Entire home/apt,95,30,24,0.26,8,271
507,Manhattan,Harlem,40.8296,-73.94651,Entire home/apt,199,2,111,1.17,1,12
508,Manhattan,East Harlem,40.79056,-73.9468,Entire home/apt,120,2,86,0.91,1,268
509,Manhattan,West Village,40.73631,-73.99977,Entire home/apt,199,15,66,0.69,2,89
510,Bronx,Allerton,40.86466,-73.85709,Entire home/apt,125,2,271,2.84,2,347
511,Brooklyn,Williamsburg,40.71312,-73.96199,Private room,70,2,227,2.4,1,37
512,Brooklyn,Williamsburg,40.71297,-73.94336,Private room,75,4,80,1.55,1,0
513,Manhattan,West Village,40.73712,-74.00166,Private room,100,30,5,0.07,1,359
514,Brooklyn,Bedford-Stuyvesant,40.69242,-73.95097,Entire home/apt,99,2,187,1.97,2,287
515,Manhattan,Chelsea,40.73862,-73.99758,Entire home/apt,250,1,2,0.02,1,0
516,Brooklyn,Williamsburg,40.7158,-73.95803,Entire home/apt,350,6,1,0.02,1,233
517,Brooklyn,Prospect Heights,40.68262,-73.97299,Entire home/apt,170,3,67,0.7,1,129
518,Manhattan,East Village,40.73217,-73.98801,Entire home/apt,165,1,63,0.68,1,0
519,Manhattan,Hell's Kitchen,40.76311,-73.99388,Private room,99,1,89,1.0,1,353
520,Manhattan,Chelsea,40.74695,-74.00454,Private room,255,4,1,0.02,1,365
521,Brooklyn,East New York,40.67497,-73.87305,Entire home/apt,169,3,177,1.86,1,297
522,Brooklyn,Crown Heights,40.66788,-73.94813,Entire home/apt,99,4,90,0.94,1,56
523,Manhattan,Upper East Side,40.76684,-73.95944,Entire home/apt,169,7,39,0.41,1,44
524,Brooklyn,Bedford-Stuyvesant,40.68967,-73.95445,Entire home/apt,160,3,42,0.44,1,355
525,Brooklyn,Prospect Heights,40.67946,-73.96501,Entire home/apt,215,3,33,0.35,1,156
526,Brooklyn,Park Slope,40.66944,-73.98083,Entire home/apt,130,3,179,2.02,1,273
527,Manhattan,East Village,40.72566,-73.97748,Private room,110,3,81,0.85,2,274
528,Manhattan,Hell's Kitchen,40.7709,-73.99181,Private room,150,28,43,0.45,2,258
529,Brooklyn,Williamsburg,40.71943,-73.95958,Private room,65,30,52,0.54,1,276
530,Queens,Sunnyside,40.74249,-73.92466,Private room,75,2,160,1.68,1,65
531,Manhattan,Chelsea,40.74033,-74.00024,Entire home/apt,149,6,23,0.27,2,0
532,Manhattan,Upper West Side,40.7969,-73.96128,Private room,89,6,35,0.37,1,180
533,Manhattan,Washington Heights,40.83403,-73.94553,Private room,50,1,225,2.35,1,343
534,Brooklyn,Prospect-Lefferts Gardens,40.65513,-73.95641,Private room,43,1,401,6.62,2,43
535,Brooklyn,Prospect-Lefferts Gardens,40.65589,-73.95539,Private room,42,1,72,0.84,2,96
536,Brooklyn,Williamsburg,40.70275,-73.94501,Private room,85,1,46,0.97,1,59
537,Brooklyn,Bedford-Stuyvesant,40.68897,-73.93569,Entire home/apt,139,3,83,1.19,1,255
538,Brooklyn,Park Slope,40.67617,-73.98136,Private room,105,1,211,2.21,2,252
539,Brooklyn,Park Slope,40.67595,-73.98053,Entire home/apt,265,5,15,0.16,1,0
540,Manhattan,Hell's Kitchen,40.76415,-73.99067,Entire home/apt,149,1,122,1.29,1,20
541,Manhattan,Harlem,40.83127,-73.94718,Private room,68,2,295,3.9,2,188
542,Brooklyn,Bedford-Stuyvesant,40.68497,-73.95592,Entire home/apt,99,3,207,2.18,1,304
543,Manhattan,Harlem,40.82922,-73.94174,Private room,75,3,50,0.65,2,38
544,Brooklyn,Williamsburg,40.71137,-73.94362,Private room,100,2,273,2.85,1,254
545,Manhattan,Upper East Side,40.76739,-73.9557,Shared room,90,1,0,0.0,1,0
546,Manhattan,East Village,40.73089,-73.98195,Entire home/apt,160,30,25,0.26,1,46
547,Brooklyn,Park Slope,40.6755,-73.97859,Entire home/apt,190,4,105,1.62,1,328
548,Brooklyn,Bedford-Stuyvesant,40.68812,-73.94934,Private room,67,4,72,0.76,3,0
549,Manhattan,Upper East Side,40.7694,-73.9572,Entire home/apt,190,1,8,0.08,1,0
550,Brooklyn,Clinton Hill,40.68634,-73.96161,Entire home/apt,248,2,58,0.61,6,199
551,Brooklyn,Williamsburg,40.7093,-73.9497,Private room,100,6,8,0.09,1,249
552,Manhattan,Chinatown,40.713,-73.99752,Private room,95,3,172,1.84,2,64
553,Manhattan,Theater District,40.75895,-73.9883,Private room,150,1,330,7.14,1,111
554,Brooklyn,Bedford-Stuyvesant,40.68186,-73.94113,Entire home/apt,145,3,123,1.29,1,287
555,Brooklyn,Bushwick,40.68364,-73.91076,Private room,41,2,55,0.59,1,286
556,Brooklyn,Williamsburg,40.71893,-73.9428,Entire home/apt,120,4,87,0.99,1,263
557,Bronx,Concourse Village,40.82802,-73.92039,Private room,50,3,258,2.7,2,276
558,Brooklyn,Fort Greene,40.68765,-73.97073,Entire home/apt,157,2,4,0.18,1,0
559,Brooklyn,Williamsburg,40.71413,-73.96596,Entire home/apt,195,14,31,0.33,1,263
560,Brooklyn,Sheepshead Bay,40.58422,-73.94079,Entire home/apt,70,4,128,1.34,2,90
561,Brooklyn,Williamsburg,40.71973,-73.95582,Entire home/apt,185,3,14,0.15,1,0
562,Brooklyn,Bedford-Stuyvesant,40.69025,-73.93323,Entire home/apt,145,3,30,0.32,3,11
563,Queens,Sunnyside,40.73826,-73.92458,Private room,50,28,258,2.9,1,287
564,Brooklyn,Greenpoint,40.73049,-73.96115,Entire home/apt,185,3,228,2.39,3,1
565,Manhattan,East Village,40.72956,-73.97903,Entire home/apt,250,1,60,0.65,1,0
566,Manhattan,West Village,40.73854,-74.00821,Private room,80,90,9,0.2,1,338
567,Manhattan,Theater District,40.75877,-73.98863,Entire home/apt,230,2,179,1.88,1,44
568,Brooklyn,Gowanus,40.67688,-73.9859,Entire home/apt,100,7,9,0.1,1,0
